0,2.120438E-6
0.001,2.121098E-6
0.002,2.120438E-6
0.003,2.119117E-6
0.004,2.118457E-6
0.005,2.113835E-6
0.006,2.113175E-6
0.007,2.117136E-6
0.008,2.117797E-6
0.009,2.118457E-6
0.01,2.120438E-6
0.011,2.121098E-6
0.012,2.122418E-6
0.013,2.123739E-6
0.014,2.12704E-6
0.015,2.123079E-6
0.016,2.121098E-6
0.017,2.119777E-6
0.018,2.119777E-6
0.019,2.118457E-6
0.02,2.117136E-6
0.021,2.115155E-6
0.022,2.111854E-6
0.023,2.113835E-6
0.024,2.118457E-6
0.025,2.117797E-6
0.026,2.119777E-6
0.027,2.120438E-6
0.028,2.122418E-6
0.029,2.122418E-6
0.03,2.12572E-6
0.031,2.12704E-6
0.032,2.124399E-6
0.033,2.122418E-6
0.034,2.121758E-6
0.035,2.120438E-6
0.036,2.118457E-6
0.037,2.116476E-6
0.038,2.115816E-6
0.039,2.113175E-6
0.04,2.115816E-6
0.041,2.118457E-6
0.042,2.119117E-6
0.043,2.120438E-6
0.044,2.122418E-6
0.045,2.122418E-6
0.046,2.123739E-6
0.047,2.12704E-6
0.048,2.12704E-6
0.049,2.12506E-6
0.05,2.122418E-6
0.051,2.123079E-6
0.052,2.122418E-6
0.053,2.120438E-6
0.054,2.119777E-6
0.055,2.115816E-6
0.056,2.114495E-6
0.057,2.118457E-6
0.058,2.120438E-6
0.059,2.121098E-6
0.06,2.123739E-6
0.061,2.123079E-6
0.062,2.123079E-6
0.063,2.12572E-6
0.064,2.129021E-6
0.065,2.127701E-6
0.066,2.12506E-6
0.067,2.122418E-6
0.068,2.121098E-6
0.069,2.120438E-6
0.07,2.118457E-6
0.071,2.118457E-6
0.072,2.114495E-6
0.073,2.116476E-6
0.074,2.118457E-6
0.075,2.120438E-6
0.076,2.119777E-6
0.077,2.121758E-6
0.078,2.123079E-6
0.079,2.124399E-6
0.08,2.12704E-6
0.081,2.129682E-6
0.082,2.12638E-6
0.083,2.123079E-6
0.084,2.122418E-6
0.085,2.120438E-6
0.086,2.120438E-6
0.087,2.119117E-6
0.088,2.115816E-6
0.089,2.113175E-6
0.09,2.115816E-6
0.091,2.119117E-6
0.092,2.121098E-6
0.093,2.120438E-6
0.094,2.122418E-6
0.095,2.123739E-6
0.096,2.123079E-6
0.097,2.12704E-6
0.098,2.128361E-6
0.099,2.12638E-6
0.1,2.123739E-6
0.101,2.122418E-6
0.102,2.119777E-6
0.103,2.120438E-6
0.104,2.119117E-6
0.105,2.115155E-6
0.106,2.115816E-6
0.107,2.117797E-6
0.108,2.119777E-6
0.109,2.120438E-6
0.11,2.121758E-6
0.111,2.122418E-6
0.112,2.123079E-6
0.113,2.12506E-6
0.114,2.127701E-6
0.115,2.124399E-6
0.116,2.123079E-6
0.117,2.121758E-6
0.118,2.121098E-6
0.119,2.119777E-6
0.12,2.118457E-6
0.121,2.117797E-6
0.122,2.112514E-6
0.123,2.114495E-6
0.124,2.117136E-6
0.125,2.119117E-6
0.126,2.119117E-6
0.127,2.120438E-6
