0,2.17194E-6
0.001,2.17326E-6
0.002,2.167978E-6
0.003,2.165997E-6
0.004,2.167318E-6
0.005,2.167318E-6
0.006,2.165997E-6
0.007,2.162696E-6
0.008,2.159394E-6
0.009,2.154772E-6
0.01,2.156093E-6
0.011,2.160715E-6
0.012,2.164016E-6
0.013,2.163356E-6
0.014,2.163356E-6
0.015,2.163356E-6
0.016,2.162696E-6
0.017,2.165997E-6
0.018,2.164676E-6
0.019,2.164676E-6
0.02,2.162696E-6
0.021,2.162035E-6
0.022,2.160055E-6
0.023,2.160715E-6
0.024,2.159394E-6
0.025,2.156093E-6
0.026,2.152791E-6
0.027,2.157413E-6
0.028,2.160055E-6
0.029,2.162696E-6
0.03,2.164676E-6
0.031,2.165337E-6
0.032,2.166657E-6
0.033,2.166657E-6
0.034,2.170619E-6
0.035,2.169959E-6
0.036,2.166657E-6
0.037,2.165997E-6
0.038,2.164676E-6
0.039,2.164676E-6
0.04,2.165337E-6
0.041,2.162696E-6
0.042,2.160715E-6
0.043,2.158734E-6
0.044,2.164016E-6
0.045,2.164676E-6
0.046,2.168638E-6
0.047,2.171279E-6
0.048,2.17326E-6
0.049,2.175241E-6
0.05,2.180523E-6
0.051,2.184485E-6
0.052,2.181844E-6
0.053,2.178542E-6
0.054,2.17392E-6
0.055,2.1726E-6
0.056,2.171279E-6
0.057,2.169959E-6
0.058,2.168638E-6
0.059,2.165997E-6
0.06,2.165997E-6
0.061,2.169959E-6
0.062,2.167978E-6
0.063,2.167978E-6
0.064,2.167978E-6
0.065,2.169959E-6
0.066,2.170619E-6
0.067,2.174581E-6
0.068,2.175241E-6
0.069,2.17326E-6
0.07,2.169298E-6
0.071,2.166657E-6
0.072,2.165997E-6
0.073,2.164676E-6
0.074,2.164016E-6
0.075,2.162035E-6
0.076,2.160715E-6
0.077,2.163356E-6
0.078,2.165997E-6
0.079,2.167318E-6
0.08,2.167318E-6
0.081,2.169959E-6
0.082,2.1726E-6
0.083,2.174581E-6
0.084,2.178542E-6
0.085,2.177882E-6
0.086,2.175901E-6
0.087,2.17392E-6
0.088,2.174581E-6
0.089,2.171279E-6
0.09,2.171279E-6
0.091,2.170619E-6
0.092,2.165997E-6
0.093,2.165337E-6
0.094,2.169959E-6
0.095,2.1726E-6
0.096,2.1726E-6
0.097,2.174581E-6
0.098,2.177222E-6
0.099,2.176562E-6
0.1,2.180523E-6
0.101,2.183164E-6
0.102,2.181844E-6
0.103,2.179863E-6
0.104,2.177222E-6
0.105,2.177882E-6
0.106,2.175241E-6
0.107,2.175901E-6
0.108,2.177222E-6
0.109,2.17326E-6
0.11,2.177222E-6
0.111,2.180523E-6
0.112,2.183164E-6
0.113,2.184485E-6
0.114,2.185805E-6
0.115,2.187786E-6
0.116,2.187786E-6
0.117,2.192408E-6
0.118,2.195049E-6
0.119,2.195049E-6
0.12,2.194389E-6
0.121,2.19703E-6
0.122,2.197691E-6
0.123,2.19637E-6
0.124,2.19703E-6
0.125,2.193729E-6
0.126,2.190427E-6
0.127,2.19571E-6
0.128,2.198351E-6
0.129,2.200992E-6
0.13,2.205614E-6
0.131,2.206934E-6
0.132,2.206934E-6
0.133,2.208255E-6
0.134,2.213537E-6
0.135,2.214858E-6
0.136,2.212217E-6
0.137,2.211556E-6
0.138,2.212217E-6
0.139,2.212877E-6
0.14,2.212217E-6
0.141,2.214198E-6
0.142,2.208915E-6
0.143,2.205614E-6
0.144,2.212217E-6
0.145,2.215518E-6
0.146,2.218159E-6
0.147,2.225422E-6
0.148,2.245231E-6
0.149,2.270982E-6
0.15,2.300694E-6
0.151,2.341632E-6
0.152,2.375306E-6
0.153,2.379928E-6
0.154,2.358799E-6
0.155,2.315881E-6
0.156,2.268341E-6
0.157,2.233346E-6
0.158,2.215518E-6
0.159,2.193729E-6
0.16,2.158074E-6
0.161,2.096668E-6
0.162,2.029979E-6
0.163,1.969894E-6
0.164,1.925655E-6
0.165,1.899904E-6
0.166,1.880095E-6
0.167,1.864249E-6
0.168,1.827273E-6
0.169,1.792938E-6
0.17,1.767187E-6
0.171,1.717006E-6
0.172,1.627208E-6
0.173,1.483267E-6
0.174,1.37432E-6
0.175,1.270656E-6
0.176,1.168973E-6
0.177,1.1386E-6
0.178,1.153127E-6
0.179,1.178878E-6
0.18,1.186801E-6
0.181,1.201987E-6
0.182,1.228399E-6
0.183,1.260752E-6
0.184,1.304991E-6
0.185,1.32612E-6
0.186,1.333383E-6
0.187,1.338665E-6
0.188,1.339986E-6
0.189,1.332723E-6
0.19,1.320838E-6
0.191,1.318197E-6
0.192,1.308953E-6
0.193,1.293106E-6
0.194,1.291785E-6
0.195,1.314235E-6
0.196,1.34923E-6
0.197,1.398091E-6
0.198,1.441669E-6
0.199,1.470721E-6
0.2,1.49053E-6
0.201,1.498453E-6
0.202,1.495812E-6
0.203,1.488549E-6
0.204,1.485248E-6
0.205,1.481946E-6
0.206,1.483927E-6
0.207,1.495152E-6
0.208,1.511659E-6
0.209,1.530147E-6
0.21,1.559859E-6
0.211,1.602778E-6
0.212,1.650318E-6
0.213,1.691255E-6
0.214,1.716346E-6
0.215,1.722288E-6
0.216,1.720307E-6
0.217,1.732193E-6
0.218,1.744078E-6
0.219,1.752661E-6
0.22,1.762565E-6
0.221,1.769168E-6
0.222,1.775771E-6
0.223,1.787656E-6
0.224,1.7969E-6
0.225,1.801522E-6
0.226,1.807465E-6
0.227,1.818029E-6
0.228,1.829914E-6
0.229,1.841799E-6
0.23,1.852364E-6
0.231,1.863588E-6
0.232,1.876134E-6
0.233,1.887358E-6
0.234,1.899904E-6
